Thickness,Time,Outer_Temperature,Temp_Diff,dT_dt,Fourier_Number,Insulation_Efficiency
0.07,82.7067669172932,20.0027257799803,0.0027257799802988,0.0001006560640158,0.0037508737830972,25.6807227677725
0.07,90.2255639097744,20.0035845321457,0.0035845321457017,0.0001142140379985,0.0040918623088333,19.5283504665839
0.07,97.7443609022556,20.0044974442448,0.0044974442448015,0.0001214173091802,0.0044328508345694,15.5643952853691
0.07,105.263157894737,20.0054345891338,0.0054345891337988,0.0001246402702366,0.0047738393603055,12.8804585363512
0.07,112.781954887218,20.0063861013497,0.006386101349701,0.000126551124715,0.0051148278860416,10.9613042710756
0.07,120.300751879699,20.0074627737257,0.0074627737256989,0.0001431974260077,0.0054558164117777,9.37989044997397
0.07,127.81954887218,20.0086050485078,0.0086050485077997,0.0001519225460194,0.0057968049375138,8.13475948875255
0.07,135.338345864662,20.0098119898856,0.0098119898855983,0.0001605232032472,0.0061377934632499,7.13412883789688
0.07,142.857142857143,20.011242080078,0.0112420800779987,0.0001902019955892,0.006478781988986,6.2266057094713
0.07,150.375939849624,20.0128956475782,0.0128956475782012,0.0002199244775269,0.0068197705147221,5.42818804371858
0.07,157.894736842105,20.0147918781995,0.0147918781994996,0.0002521986726326,0.0071607590404582,4.73232669008647
0.07,165.413533834586,20.0170043337583,0.017004333758301,0.0002942565893206,0.0075017475661943,4.1165976271095
0.07,172.932330827068,20.019603653308,0.0196036533079997,0.0003457095001098,0.0078427360919305,3.57076300525244
0.07,180.451127819549,20.0226199706676,0.0226199706675985,0.0004011702088266,0.0081837246176666,3.09461055580722
0.07,187.96992481203,20.0260910955277,0.0260910955277005,0.0004616596063935,0.0085247131434027,2.68290765811969
0.07,195.488721804511,20.0300236612509,0.0300236612509011,0.0005230312411856,0.0088657016691388,2.33149446415031
0.07,203.007518796992,20.0344746876598,0.0344746876597988,0.0005919865123834,0.0092066901948749,2.03047524870334
0.07,210.526315789474,20.0394831610699,0.0394831610698994,0.0006661269635433,0.009547678720611,1.77290769287887
0.07,218.045112781955,20.044841845175,0.0448418451750001,0.0007127049859784,0.0098886672463471,1.5610419180303
0.07,225.563909774436,20.0507104069823,0.0507104069823008,0.000780518720371,0.0102296557720833,1.38038726497367
0.07,233.082706766917,20.0571159294669,0.0571159294668995,0.0008519344904516,0.0105706442978194,1.22557753420729
0.07,240.601503759398,20.0640798391717,0.0640798391717006,0.0009261999907385,0.0109116328235555,1.09238726102974
0.07,248.12030075188,20.0716235626397,0.0716235626397008,0.0010033152212439,0.0112526213492916,0.977332003884419
0.07,255.639097744361,20.0797290384697,0.0797290384697007,0.00107802828539,0.0115936098750277,0.877973713763048
0.07,263.157894736842,20.0880549165836,0.0880549165836015,0.0011073417891488,0.0119345984007638,0.794958449975252
0.07,270.676691729323,20.0968231732805,0.0968231732805016,0.0011661781406877,0.0122755869264999,0.722967422243087
0.07,278.195488721805,20.1060263013576,0.106026301357598,0.0012240160342537,0.0126165754522361,0.660213542335205
0.07,285.714285714286,20.115656793612,0.115656793612001,0.0012808554698355,0.0129575639779722,0.605238981765588
0.07,293.233082706767,20.1257071428405,0.125707142840501,0.0013366964473905,0.0132985525037083,0.556849821086279
0.07,300.751879699248,20.1361373528617,0.136137352861699,0.0013872179328193,0.0136395410294444,0.514186580894611
0.07,308.270676691729,20.1468125279089,0.146812527908899,0.0014197982812777,0.0139805295551805,0.476798547079283
0.07,315.789473684211,20.1577581350348,0.157758135034801,0.0014557657477447,0.0143215180809166,0.443717212963746
0.07,323.308270676692,20.1689404903837,0.168940490383701,0.0014872532614037,0.0146625066066527,0.41434708660437
0.07,330.827067669173,20.1803202394603,0.180320239460301,0.0015135066271878,0.0150034951323888,0.388198242246741
0.07,338.345864661654,20.191747800425,0.191747800424999,0.0015198656083048,0.0153444836581249,0.365062857799927
0.07,345.864661654135,20.2026619710536,0.202661971053601,0.0014515846936041,0.015685472183861,0.345402739527714
0.07,353.383458646617,20.2131407026631,0.2131407026631,0.0013936713040632,0.0160264607095971,0.328421550296966
0.07,360.902255639098,20.2234211843827,0.223421184382701,0.0013673040687069,0.0163674492353332,0.313309591449019
0.07,368.421052631579,20.2339334436437,0.2339334436437,0.0013981304817128,0.0167084377610693,0.299230408913297
