Thickness,Fourier_Number,Temp_Diff,Insulation_Efficiency
0.0,0.0024889043599338,0.002023288031603,0.8548934249811094
0.0,0.0049952136454616,0.0042577967886628,0.48677708846944373
0.0,0.0075015229309894,0.0124002150654923,0.19257278575602638
0.0,0.0100078322165172,0.0259785864750882,0.0962089690738909
0.0,0.012514141502045,0.0447486522389088,0.05689541884980524
0.0,0.0676529457836565,0.7588317374284247,0.003440109002517688
0.0,0.0701592550691846,0.7755031313458476,0.0033662711344669264
0.0,0.0726655643547123,0.7889021301491601,0.0033091852875186145
0.0,0.0751718736402401,0.7988109066728968,0.003268199285221558
0.0,0.0776781829257678,0.8050116337515392,0.003243063497367795
0.0,0.0801844922112956,0.8072864842196216,0.0032339386421700767
0.0,0.0826908014968236,0.8068535124911951,0.003235671414983747
0.0,0.0851971107823514,0.8029382250205042,0.003251425302786362
0.0,0.0877034200678791,0.7952983385766498,0.003282611765051421
0.0,0.0902097293534069,0.7838242990994695,0.003330589852436501
0.0,0.0927160386389349,0.7684065525288529,0.003397310966175067
0.0,0.1152728222086849,0.5336127292038085,0.004888752041337508
0.0,0.1177791314942129,0.5310347784904046,0.004912430609531905
0.0,0.1202854407797407,0.5334838174788838,0.0048899306768350045
0.0,0.1227917500652684,0.5408733162610035,0.004823273646795381
0.0,0.1252980593507962,0.5524130742287442,0.004722738289444067
0.0,0.1278043686363239,0.5673627059108312,0.004598563657618879
0.0,0.130310677921852,0.5853273848049224,0.004457718926714502
0.0,0.1653990079192416,0.9070507787168736,0.002878722589730603
0.0,0.1679053172047695,0.9226321964257748,0.0028301707997061163
0.0,0.1704116264902974,0.9357555849930604,0.002790531014480773
0.0,0.1729179357758238,0.9461754840679176,0.0027598393831953054
0.0,0.1754242450613517,0.9541825846442225,0.0027367094923737676
0.0,0.1779305543468796,0.9592624736393413,0.00272223529898091
0.0,0.1804368636324075,0.9612034299922514,0.002716745251074198
0.0,0.1829431729179354,0.9597937326419568,0.002720730414156461
0.0,0.1854494822034633,0.9550668062613754,0.0027341790143928053
0.0,0.1879557914889912,0.9474357104166434,0.0027561731114688895
0.0,0.1904621007745191,0.9363946688641756,0.002788628967471572
0.0,0.192968410060047,0.9218270453086832,0.0028326394931352103
0.0,0.2205378122008524,0.6136148954815845,0.004252625943569159
0.0,0.2230441214863804,0.6083071720845112,0.004289657697703634
0.0,0.2255504307719082,0.6098227327810399,0.00427901807379248
0.0,0.2280567400574361,0.6160405994916591,0.004235913948807537
0.0,0.2305630493429641,0.6256242470634541,0.004171151966276765
0.0,0.2330693586284919,0.6382399268765573,0.004088860444158281
0.0,0.2355756679140199,0.6536472584992121,0.003992659766337399
0.0,0.2380819771995478,0.6715117193001207,0.00388663387584719
0.0,0.2656513793403532,0.91609854813587,0.0028503288805647926
0.0,0.2681576886258811,0.9336718779217652,0.002796750623213965
0.0,0.270663997911409,0.9493690451765914,0.002750567517276296
0.0,0.2731703071969369,0.9628076651549804,0.002712224315281891
0.0,0.2756766164824648,0.9737145551360744,0.0026818817741681993
0.0,0.2781829257679927,0.9821155419857692,0.002658969454513917
0.0,0.2806892350535206,0.9879105288186516,0.0026433914060941654
0.0,0.2831955443390485,0.9907604481642874,0.002635797035610145
0.0,0.2857018536245749,0.9904630367179544,0.002636587527845733
0.0,0.2882081629101028,0.987062958140966,0.002645658434407158
0.0,0.2907144721956307,0.9806481846919968,0.0026629431711779603
0.0,0.2932207814811586,0.9709085927501566,0.002689622802060949
0.0,0.2957270907666865,0.957718518102714,0.002726618290012938
0.0,0.2982334000522144,0.9412763108552916,0.002774185285288679
0.0,0.3258028021930199,0.6249388343971429,0.004175717856178044
0.0,0.3283091114785478,0.6208330564854463,0.004203279238657182
0.0,0.3308154207640756,0.6235883460297124,0.004184743474980608
0.0,0.3333217300496036,0.6308810238032323,0.00413646304159483
0.0,0.3358280393351315,0.6409857302201553,0.004071378115624649
0.0,0.3383343486206593,0.6539640453051975,0.003990729275468965
0.0,0.3408406579061858,0.6692178708249102,0.0038999317258568583
0.0,0.3433469671917136,0.6869514768748844,0.0037994333717514353
0.0,0.3709163693325221,0.926795734970392,0.0028174732231287703
0.0,0.3734226786180485,0.9437241607733192,0.0027669988251209135
0.0,0.3759289879035764,0.9586004605338708,0.002724112899249228
0.0,0.3784352971891043,0.9711487492755468,0.0026889585152149688
0.0,0.3809416064746307,0.9813547041132548,0.0026610283805845714
